Título,Descrição,Tipo da Vaga,Habilidades Necessárias,Site
Estágio de T.i,"Informação e atendimento à usuários•	Desenvolvimento de queries e relatórios com extração da base dedadosIntermediárioOutros requisitos: Requisitos mandatórios:•	Áreas de formação: Tecnologia da Informação, Tecnologia eanáliseem Desenvolvimento de Sistemas, Ciência da computação, Tecnologia em ciências dedados•	Conclusão do",Não informado,Não informado,Analista de Dados
Analista Atuarial,assistência.ATIVIDADES:Atuar nas atividades atuariais relacionadas a seguros gerais e fornecer insumos que sustentemanálisespela SUSEP e ANS.Elaborar Notas Técnicas Atuariais das empresas reguladas;Validar e manipular bases dedados,Não informado,Não informado,Analista de Dados
Analista de Qualidade Sr,"Além de implantar, o profissional também irá realizar as auditorias de qualidade, calculo dos KPIs,análisededados, implementação de processos de melhoria, e revisão de procedimentos.O profissional, após implementação",Não informado,Não informado,Analista de Dados
Assistente Subscrição - Vaga Exclusiva para Pessoa com Deficiência,: Avaliar o movimento geral do mercado segurador e as necessidades dos clientes.Avaliação de Risco:Analisare personalizar a precificação com base no comportamento da população edadosde sinistros.Minimização,Não informado,Não informado,Analista de Dados
Assistente Contábil,Descrição: Atividades:- Apoiar na extração dedadoseanálisede resultados;- Suportar os processos de,Não informado,Não informado,Analista de Dados
Analista de Gente e Gestão Sr,"funcionários e tomar medidas para melhorar o ambiente de trabalho, como ações de aprofundamento dosdados, mediação de conflitos, dinâmicas de grupo, etc. • Coletar eanalisardadosrelacionados a pessoal, custos, rotatividade, absenteísmo, engajamento, movimentações e métricas de desempenho, utilizando essesdados",Não informado,Não informado,Analista de Dados
Assistente de Logística,"logística, habilidades organizacionais e capacidade de trabalhar em equipe.Responsabilidades:Atualizardadosem cinco bancos dedadosque alimentam o principal banco dedadosdo Dashboard Geral, incluindo informações controle de tempo de envio e devolução.Controlar estoque dos centros de instalação.Sincronizar bancos dedadospara o funcioname...",Não informado,Não informado,Analista de Dados
Farmacêutico - Farmacia - Memorial São José,"atividades: - Realizar Check List Farmacêutico; Dar suporte técnico às farmácias satélites; RealizaranáliseRealizar auditoria interna nos diversos setores do hospital; Executar levantamento e consolidação dedadosParticipar da elaboração e revisão de documentos normativos; Acompanhar medicamentos não padronizados,analisando",Não informado,Não informado,Analista de Dados
Analista de Logística Sênior,"Descrição: Estamos em busca de um(a) Analista de Transporte para atuar naanálisedetalhada das operações organização e trabalho sob pressão.Habilidade em negociação e comunicação.Proficiência em ferramentas deanálisededadose gestão de transporte Conhecimento avançado em: Excel, Power BISe você tem perfil proativo",Não informado,Não informado,Analista de Dados
Analista de Controladoria Jr (FP&A) - Pcd,"auxiliar nas atividades de Controladoria e FP&A da área de Trading da companhia, garantindo a precisão dosdadose a eficiência dos processos internos.Auxiliar na elaboração eanálisede relatórios orçamentários e de projeção de resultados.Acompanhar o planejamento e a execução orçamentária,analisandoas variações",Não informado,Não informado,Analista de Dados
Assistente de Marketing,conteúdos; Auxiliar na organização de eventos e campanhas promocionais;Realizar pesquisas de mercado eanáliserelacionadas;- Experiência prévia em marketing ou áreas relacionadas;- Conhecimento em ferramentas deanálisededadose redes sociais;- Excelente habilidade de comunicação verbal e escrita;- Capacidade de trabalhar,Não informado,Não informado,Analista de Dados
Analista de Marketing,"O(a) candidato(a) ideal terá um forte conhecimento em estratégias de marketing digital,análisesde mercado relacionada.Experiência comprovada como Analista de Marketing ou em uma função similar.Familiaridade com ferramentas deanálisededados, como Google Analytics, e plataformas de marketing digital.Excelentes habilidades de comunicação",Não informado,Não informado,Analista de Dados
Gerente de Loja e/Ou Gerente Farmacêutico,"trabalho, visando assegurar o bom funcionamento das operações•	Identificar novas oportunidades de negócio,analisandoe coletandodadospara submeter à aprovação da Gerência de Operações•	Monitorar as metas de vendas, acondicionamento•	Participar do planejamento de estratégias de promoção e propaganda, contribuindo comdados",Não informado,Não informado,Analista de Dados
10656 - Desenvolvedor(a) Back-End Junior,"MISSÃO DA VAGA:Trabalhar com a parte de programação, também precisaráanalisarprojetos e suas execuções integração de Web Service Soap e API Rest;Experiência com versionamento (Git);Bons conhecimentos em banco dedadosrelacionais (SQL Server, PostgreSQL, Oracle ou MySQL) - entender osdadosdentro do banco;Conhecimento",Não informado,Não informado,Analista de Dados
consultor Vendas Jr,"otimização de percursos e oportunidades;Manter cadastro de clientes, usuais ou potenciais, atualizando seusdadosnegócios;Realizar levantamentos de necessidades dos clientes, mediante busca de informações estatísticas,dadosde localização, cadastros, visando fornecer subsídios paraanálisesde custos e viabilidades das propostas",Não informado,Não informado,Analista de Dados
Analista de Laboratório - Richet Clínica São Vicente,.- Desejável vivência na área deanálisesclínicas.Atividades: -Cumprir BPLC;-Compreender e seguir o conformidade;-Não aceitar materiais não conformes;-Conferir a identificação primária nas amostras;-Conferir osdadoscliente nas etiquetas (identificação secundária) e mapa de trabalho;-Cumprir escalonamentos de trabalhodados,Não informado,Não informado,Analista de Dados
Analista de  Produção - Pcd,analíticas.Responsabilidades:- Planejar e controlar a produção;- Gerenciar o estoque de matéria-prima e produtos acabados;-Analisardadosde produção e identificar oportunidades de melhoria;- Coordenar a equipe de produção;- Garantir,Não informado,Não informado,Analista de Dados
Analista de Comunicação e Cultura,"Marketing Jornalismo, Publicidade ou áreas correlatas;Domínio da língua portuguesa e normas gramaticais;Analisartemas edadose utilizá-los de forma estratégica (Exel)Pacote Office Intermediário/ Avançado (Word e",Não informado,Não informado,Analista de Dados
Técnico de Laboratório - Laboratório - Unidade Brasil Mauá,"Descrição: Requisitos:- Formação: Escolaridade: ensino médio completo + técnicoanálisesclinicas (patologia técnicas específicas para cada tipo de exame e utilizar aparelhagem correspondente, bem como transcreverdados",Não informado,Não informado,Analista de Dados
Analista de Cadastro,"O banco dedadosinDrive excede 150 milhões de usuários em mais de 700 cidades em 47 países. busca de uma nova experiência, aguardamos seu currículo.O que você vai fazer e habilidades requeridas:-Análise",Não informado,Não informado,Analista de Dados
10651 - Analista Desenvolvedor Delphi,"Descrição: Conhecimentos Técnicos: Conhecimentos técnicos em Delphi (versões 6 e 11), banco dedadosQuerys, functions, etc).Atuação na migração da versão 6 para a versão 11 do Delphi.Perfil misto deanálise",Não informado,Não informado,Analista de Dados
Analista de Planejamento Logistico,"emitir pedidos de compras, através de preenchimento de formulários específicos, protocolos, emissão eanálisede relatórios e inserção dedadosno sistema, a fim de contribuir para o bom andamento da área;Definir",Não informado,Não informado,Analista de Dados
Técnico em Eletrônica I,"Descrição: •Analisarcausas de defeitos em produtos Eletroeletrônicos conforme procedimentos estabelecidosAnalisare elaborar estrutura de peças de novos produtos desenvolvidos e prestar suporte técnico à Rede controlar a qualidade dos serviços prestados pela Rede Autorizada e geração de Boletins Técnicos;
•Analisara organização do setor e das estaçõe...",Não informado,Não informado,Analista de Dados
Analista de Marketing,"A função exige a criação de campanhas digitais, aanálisede métricas de desempenho, e a colaboração Desenvolver e executar campanhas de marketing digital (e-mail, redes sociais, Google Ads, etc.);- Monitorar eanalisarespecialmente em campanhas pagas (Google Ads, Facebook Ads, etc.);- Conhecimento de ferramentas deanáliseGoogle Analytics;- Capacidade d...",Não informado,Não informado,Analista de Dados
Team Leader (Líder de Operações) - Cuiabá/MT,"inovadores, e sendo responsável por:Atuar com área suporte de transportes, com foco em operação, realizandoanálisedos KPIs e interface com pares, sendo capaz de trazer inputs,análisede causa raiz e elaborar planos logística.Possuir conhecimentos nas ferramentas Google Sheets, Excel nível intermediário a avançado,análisededadose ferrame...",Não informado,Não informado,Analista de Dados
Pessoa Gerente de Contas Distribuição Digital - Recife,"de sell thru das lojas AVC e outros KPIs), através das atividades:•	Construir a demanda de banco dedadosAdministração, Marketing ou áreas relacionadas ao comercialPacote Office AvançadoConhecer ferramentas deanáliseinscrição para podermos te apoiar.É um compromisso da NIVEA resguardar sua privacidade e a proteção de seusdadosNossa Política de Privaci...",Não informado,Não informado,Analista de Dados
Assistente Administrativo - Linha Verde - Onco Cehon (BA),"Atuar no fluxo de óbito,responsabilizando-se com a documentação necessária e monitoramento dedadosem Participar do Round com levantamento eanálisededadospara atendimento do dia seguinte; 20. Cooperar no fluxo tabagismo, agendando consultas multidisciplinar e realizando inclusão dedadosem planilha21",Não informado,Não informado,Analista de Dados
Especialista Business Partner,"subsistemas da área de RH (R&S, DHO, Remuneração, orçamento, Endomarketing e Administração de Pessoal);Analisarindicadores - chaves das áreas de negócio, fornecendo insights para apoiar decisões estratégicas;Acompanhardados",Não informado,Não informado,Analista de Dados
Programa de Estágio Marelli Mauá,projetos;- Realizar testes e ensaios em produtos;- Participar de reuniões e treinamentos;- Apoiar naanálisededadose relatórios.Benefícios:- Bolsa-auxílio compatível com o mercado;- Transporte fretado ou auxilio,Não informado,Não informado,Analista de Dados
Analista de Conta a Pagar,transações de contas a pagar.Requisitos:- Experiência comprovada em contas a pagar;- Habilidade emanálisededadose atenção aos detalhes;- Excelente habilidade de comunicação e resolução de problemas;- Conhecimento,Não informado,Não informado,Analista de Dados
Analista de Suprimentos Senior,satisfação do cliente.Requisitos:- Conhecimento em negociação e gestão de contratos;- Habilidade emanálisededadose tomada de decisões;- Excelente comunicação e habilidades interpessoais;-Superior Completo,Não informado,Não informado,Analista de Dados
Vendedor Interno de Veículos Sprinter,"Acompanhar os clientes inativos, visandoanalisara abordagem e os motivos da inatividade, posterior Controlar e emitir planilha de vendas com todos osdadosda venda;.",Não informado,Não informado,Analista de Dados
Analista de Logistica Sr - S&op - SP,"S&OP●	Ter facilidade com números e tomada de decisões.Desejável:●	Familiaridade com ferramentas deanálisededados(Python, SQL) ou Ferramentas de BI (Power BI, Tableau, QlikSense, QlikView e etc...) ●	Conhecimento",Não informado,Não informado,Analista de Dados
"Vendedor Sr (salão, Lojas e Distribuidor)","Experiência na criação de planos estratégicos e JBP’s;Conhecimento intermediário em Excel;Vivência naanálisededadosdo cliente como: estoque, sell out e positivação;Perfil analítico, com excelente relacionamento",Não informado,Não informado,Analista de Dados
Analista de RH (Processos Ti),áreas correlatas;Conhecimento técnico (key-user) no Sistema ApdataVivência e conhecimento de Banco dedadostreinamentos para os usuários a ter o melhor uso da tecnologia & sistemas instalados;Acompanhamento deanálise,Não informado,Não informado,Analista de Dados
Analista Controladoria,"Atribuições:Analisar balanço patrimonial, realizar conciliações contábeis e gerenciais, consolidar eanalisarAuxiliar na apuração do resultado gerencial das empresas de energia da Amaggi por meio de atualização dosdados",Não informado,Não informado,Analista de Dados
Analista Financeiro,sistema RM TOTVS – Núcleos e Fluxos;Inglês intermediário para leitura;Habilidades avançadas em Excel eanálisededadosfinanceiros;Capacidade de trabalhar com prazos e de forma organizada;Idiomas:Inglês - Nível,Não informado,Não informado,Analista de Dados
Especialista Mecânico Sênior,"ciclo de vida de execução de projeto de investimentos em CAPEX, apoiando desde a revisão de Folha deDadosOperação e Mantenção de Equipamentos Mecânicos.Apoiar a área de Suprimentos na revisão das Folhas deDadosnecessário)Realizar ou direcionar a realização de Testes SAT (Aceitação de Campo)Apoiar e elaborar aanálisedesenvolvimento de Engenharia / Qua...",Não informado,Não informado,Analista de Dados
Analista de Pessoas e Cultura,"Descrição: Atividades:•	Propor e implementar programas de formação e desenvolvimento;•Analisare criar área de Pessoas  & Cultura;•	Elaborar e avaliar relatórios, planilhas e gráficos da área compilandodadosparaanálisegerencial;•	Atuar como parceiro estratégico dos gestores, fornecendo suporte em todas as",Não informado,Não informado,Analista de Dados
Analista Contas Médicas - Faturamento - Regional Metropolitana.....,"pelo processo de faturamento da internação, com objetivo de efetuar a emissão de faturas através deanálisepacientes, com finalidade de apresentar ao setor pertinente e evitar possíveis glosas;- Garantir aanálisefiscal correspondem com as despesas cobradas, de acordo com as despesas de acompanhantes e refeições,análisesdevidacobrança e envio FEDEX;- C...",Não informado,Não informado,Analista de Dados
Analista Compras - Foco em Frete,"de fornecedores;Realizar as negociações de frete (melhor custo-benefício e apontamento de saving) eanálisee simulação de tabelas de fretes;Analisar, simular e apresentar comparativo com os resultados das negociações Intermediário; • Experiência anterior com Prospecção de novos fornecedores de Transportes; Negociação de frete;Analisededados",Não informado,Não informado,Analista de Dados
Tecnico de Segurança do Trabalho Sr,"Segurança, Saúde e Meio Ambiente), padronizar os processos nas unidades de algodão do Brasil e monitorar,analisare ajustar para melhoria contínua.• Realizar a manutenção, registros eanálisededados, identificar planejamento e execução de treinamentos em conformidade com os requisitos legais e corporativos.• Suportar aanáliseacidentes e i...",Não informado,Não informado,Analista de Dados
Estágio - Desenvolvedor Bi,"oferecer o melhor serviço e produtos aos nossos clientes.O que você irá fazer:- Auxiliar na coleta,análisee interpretação dedadospara fornecer insights que apoiem as decisões estratégicas da empresa;- Auxiliar resultados em diversas áreas da empresa;- Identificar oportunidades de melhoria em processos que envolvemdados",Não informado,Não informado,Analista de Dados
Auxiliar Fiscal,"de grande porte no ramo de Bens de ConsumoNesta posição, você auxiliará o time fiscal, suportando aanálisededadosfiscais, reportando diretamente para a área de Logística, comunicação com diferentes times entregas, dando entrada, recebimento e conferência fiscal;Contato com os motoristas;Inclusão e controle dedados",Não informado,Não informado,Analista de Dados
Desenvolvedor Hardware e Firmware,"entrega das tarefas (issues) que foram planejadas, junto ao time, até a data de entrega de cada sprint;Analisarinformações da solução;Testar as soluções e pensar na usabilidade do sistema;	Lidar com o banco dedadose propor soluções otimizadas para a organização dosdados;	Propor melhorias nos processos do setor;",Não informado,Não informado,Analista de Dados
Analista de  Pricing I - Ânima,"Marketing;• Conheicmento de excel e Power point , Power BI entre outros que facilitem a trativa dedados.• Ter experiência na construção dedadoseanálises;Como será seu dia a dia como educador ou educadoraAnálisedos currículos;2. Avaliação técnica;3.",Não informado,Não informado,Analista de Dados
Auxiliar Administrativo Cco (Noturno),Inclusão de informações edadosnas planilhas SEMANALi.Analisarrastreamento para defesasii. Consulta execução para defesas ACICiii. COMPETÊNCIAS TÉCNICAS• Pacote Office Básico• Excel intermediário (desejável)COMPETÊNCIAS COMPORTAMENTAIS:•Análise,Não informado,Não informado,Analista de Dados
Pessoa de Vendas,"Análisededados(sell out, market share, preços) e criação de planos de ações para as oportunidades Elaboração eanálisede relatórios de resultados, apresentações.",Não informado,Não informado,Analista de Dados
Analista de Marketing Jr,"fortalecimento da imagem e marca da EPTV;- Criar e produzir promos estratégicas para web e redes sociais;-Analisar, JavaScript);- Experiência em ativação de campanhas publicitárias;- Conhecimento em ferramentas deanálisededados(Google Analytics, Facebook Ads Manager);- Habilidade em trabalhar em equipe.Se você é apaixonado",Não informado,Não informado,Analista de Dados
Técnico de Segurança do Trabalho,"formas de controle;Realizar inspeções nas áreas e ambientes de trabalho, visando identificar perigos,analisarincêndio para assegurar que estejam em plenas condições de funcionamento, corretamente instalados e com asanálisesfluxos de incêndio;Avaliar previamente os requisitos para execução de atividades perigosas, elaborando aAnálisede ação para evita...",Não informado,Não informado,Analista de Dados
10653 - Desenvolvedor(a) Front-End Sênior,"MISSÃO DA VAGA: Trabalhar com a parte de programação, também precisaráanalisarprojetos e suas execuções criação de layouts responsivos e acessíveis;Experiência no processo de ponta a ponta do projeto, desde aanálise(npm e Yarn);Conhecimento da Linguagem C# .NET Core e .NET Framework e SQL (manipulação de base dedadosOrientar e mentor junior developer...",Não informado,Não informado,Analista de Dados
Auxiliar de Laboratorio II,"loco.Requisitos:- Ensino médio completo;- Experiência anterior em laboratório;- Conhecimento em técnicas deanálisesBasta clicar no botão ""Candidate-se"" e preencher o formulário com seusdados.",Não informado,Não informado,Analista de Dados
Estagiário(a) de Manutenção Mecânica - Cezarina / GO,"rotativos, redutores e elevadores;Acompanhar as rotinas da área de manutenção preventiva;Participar dasanálisesOffice intermediário;Acompanhamento das atividades de rotina da área de manutenção mecânica;Gestão dedados",Não informado,Não informado,Analista de Dados
Gerente de Vendas e-Commerce,"Acompanhamento de vendas/sellout 1P (lg.com) e dos parceiros de negócios (seja B2B2C, seja Market Place);Análisededadose construção de relatórios de acordo com a demanda das áreas de produtos e líderes.Requisitos",Não informado,Não informado,Analista de Dados
Estagiário Engenharia Elétrica Ou Eletrônica,de trabalho desafiador.Responsabilidades:- Auxiliar na elaboração de projetos elétricos;- Realizaranálisesdedadose relatórios técnicos;- Participar de reuniões com a equipe de engenharia;- Auxiliar na execução,Não informado,Não informado,Analista de Dados
Estagiario Engenharia Ambiental,você.Responsabilidades:- Auxiliar na elaboração de projetos de engenharia ambiental;- Realizar levantamentos eanálisesdedados;- Participar de visitas técnicas e reuniões com clientes;- Apoiar na elaboração de relatórios,Não informado,Não informado,Analista de Dados
Analista Ambiental Júnior,"de Resíduos Sólidos);Ações de gerenciamento de recursos hídricos;Responsabilidade no levantamento,análisee armazenamento dedadospara reportes de sustentabilidade;Implementação e gestão de indicadores da",Não informado,Não informado,Analista de Dados
Executivo de Contas,"de novos clientes, manutenção de clientes ativos ou ampliação e elaboração de propostas comerciais,análisededadose baseline para negociação, visita ativa a clientes;Atuar de forma estratégica, a fim de aumentar",Não informado,Não informado,Analista de Dados
Auxiliar Contas Médicas - Zona Sul,"internados, receber e conferir prontuários, guias de internação e blocos cirúrgicos para unificação dedadosos analistas de conta, a fim de iniciar o processo de prorrogação junto aos convênios;
- Auxiliar aanálise",Não informado,Não informado,Analista de Dados
Analista de Controle de Qualidade Pl,"requerida.Atividades: - Manter ajudas visuais e gabaritos atualizados nas linhas de produção; - Realizaranálisedosdadosdo CEP (Controle Estatístico de Processo), identificando oportunidades de economia nas linhas dos produtos de shelf life, acompanhando os resultados físico-químicos; - Receber,analisare responder de determinação de vida útil e monito...",Não informado,Não informado,Analista de Dados
Gerente Financeiro,"crescimento e rentabilidade da empresa.Avaliar oportunidades de investimento e retorno financeiro, realizandoanálisescontabilidade da empresa, garantindo a conformidade com as normas contábeis e fiscais, além de realizaranálisesmitigar riscos e garantir a conformidade com leis e regulamentações.Analisar, interpretar e apresentar osdadosinformativos p...",Não informado,Não informado,Analista de Dados
"Programa Speed - Estágio TI (SP, Bh, Pr)","constantemente com Pacote Office: Excel, Word e Power Point;Dará apoio e aprenderá a elaborar relatórios eanálisesde documentações técnicas;Dará suporte nasanálisesdo gerenciamento de banco dedados, utilizando ferramentas , Consultoria e Digital).Esperamos que você tenha:Graduação em andamento: Engenharia da Computação,Análise",Não informado,Não informado,Analista de Dados
Analista de Contabilidade,"responsável por garantir a conformidade contábil e fiscal, bem como pela elaboração de relatórios eanálisesAnáliseFinanceira: Realizar aanálisede demonstrações financeiras, bem como o controle de custos e oportunidade, siga estas orientações:Verifique as oportunidades em fontes confiáveis.Nunca forneçadados",Não informado,Não informado,Analista de Dados
Especialista de Melhoria Contínua,"treinamentos & palestras técnicas de Kaizen, Lean Manufacturing, VSM, Pilares TPM e outras metodologias deanálisesuporte, coordenadores e gerentes para levantamento de ideias em projetos de melhorias, suporte geral naanáliseoportunidades de melhorias nos controles operacionais utilizando a tecnologia da informação.Medir, coletar,analisare interpretar...",Não informado,Não informado,Analista de Dados
Gerente Contabil Fiscal,"com o desenvolvimento individual dos colaboradores;Realizar o planejamento e execução orçamentária,análiseAcompanhar e verificar relatórios e documentos necessários para o cumprimento das obrigações da empresa;Analisaracordo com os princípios e normas contábeis, fiscais e legislação vigente;Garantir a conciliação eanáliserelatórios Periódicos para con...",Não informado,Não informado,Analista de Dados
Assistente de Projetos,"e correção de BUGs com apoio da gestão direta;Apoiar o cliente no uso da plataforma para extração eanálisededadosdisponíveis, esclarecendo dúvidas eventuais;Auxiliar o Key Account na validação da medição um relacionamento próximo, buscando entender as necessidades e atender a sua satisfação;Solicitar,analisar",Não informado,Não informado,Analista de Dados
Estágio em Planejamento Financeiro,"Descrição: RESPONSABILIDADES -	Apoiar asanáliseslógicas, exploratórias e de oportunidades em fluxos voltados à implantação de processos de planejamento e controle orçamentário;-	Auxiliar a modelagem eanálisededadospara suporte à gestão de negócios;-	Apoiar a estruturação e disponibilização de informações",Não informado,Não informado,Analista de Dados
Coordenador(a) Administrativo - Bodoquena / MS,"Analisaros resultados mensais (DRE), geração de caixa, evoluções dos estoques e capital empregado; Participar Garantir que todos osdadosdo ""RF"" sejam lançados no sistema ""Quantrix""; Planejar e/ou executar, junto manutenção da planta, em suas respectivas contas e centros de custo;Garantir o lançamento de todos osdadosdo Plano Orçamentário (PO) no siste...",Não informado,Não informado,Analista de Dados
Analista de Planejamento de Contact Center - Ânima Mooca - SP,"Imprescindível conhecimento avançado em Projeções.Como será seu dia a dia como educador ou educadora: •Análisededadospara identificação de tendências, oportunidades e riscos, contribuindo para a melhoria contínua acompanhando a evolução e propondo ajustes quando necessário;• Suporte na criação de estratégias baseadas emdadosAnálisedos c...",Não informado,Não informado,Analista de Dados
Desenvolvedor Advpl,"TOTVS Protheus, incluindo arquitetura do sistema, customizações e módulos;Experiência com banco dedadosSQL Server e ferramentas de desenvolvimento Protheus;Habilidade paraanálisede processos e levantamento TOTVS Protheus, incluindo arquitetura do sistema, customizações e módulos;
Experiência com banco dedadosSQL Server e ferramentas de desenvolvimen...",Não informado,Não informado,Analista de Dados
Desenvolvedor Advpl,"TOTVS Protheus, incluindo arquitetura do sistema, customizações e módulos;Experiência com banco dedadosSQL Server e ferramentas de desenvolvimento Protheus;Habilidade paraanálisede processos e levantamento TOTVS Protheus, incluindo arquitetura do sistema, customizações e módulos;
Experiência com banco dedadosSQL Server e ferramentas de desenvolvimen...",Não informado,Não informado,Analista de Dados
Pessoa Gerente Regional de Vendas Sul,"desempenho para os seus clientes, por meio de relatórios enviados pelos diversos departamentos, assim como,análisesexecução dos principais processos de responsabilidade da equipe de vendas através de acompanhamento,análiseinscrição para podermos te apoiar.É um compromisso da NIVEA resguardar sua privacidade e a proteção de seusdadosNossa Política de ...",Não informado,Não informado,Analista de Dados
Analista de Produto Sr. (Moda Masculina),"Descrição: Atividades: Construção de reports semanais e mensais comanálisequantitativa e qualitativa por SKU's; Mapeamento da concorrência (matéria-prima, precificação, posicionamento e público-alvo);Analisare tendências de mercado nacional e internacional, em parceria com a área de Analitycs; Alimentar eanalisaracompanhamento diariamente, identifica...",Não informado,Não informado,Analista de Dados
Coordenador de Planejamento Junior,"Descrição: ""Coordenar o planejamento mensal, certificando-se da execução de premissas,analisardesvios acompanhar indicadores on-line através do controle de pausa, intervalos e medição Anatel;viabilizaranálisesjustificativa de desvio de faturamento e rateio, especificar a receita por produto, assegurarconfiabilidade aosdados, para prestar informações ...",Não informado,Não informado,Analista de Dados
Pessoa Gerente de Contas - e-Commerce,"portais de e-commerce selecionados, trabalhando em estreita colaboração com o time de mídia.Analisardadospara que possamos te apoiar.É um compromisso da NIVEA resguardar sua privacidade e a proteção de seusdadosNossa Política de Privacidade traz detalhes de como tratamos e protegemos seusdados, rigorosamente seguindo em ambientes de e-commerce.Experiê...",Não informado,Não informado,Analista de Dados
Analista de RH Pl - Administração de Pessoal,"administração, Recursos Humanos ou áreas correlatas.Excel Intermediário Imprescindível (Tabela Dinâmica,Análisee Tratamento deDados, Formatação Condicional);Conhecimento no sistema TOTVS/RM.",Não informado,Não informado,Analista de Dados
Analista Comercial Júnior | Vaga Exclusiva para Mulheres,"relatórios.Analisar e garantir o padrão de qualidade, prazos, metas, custos e satisfação do cliente.Preencher,analisarprocessos, indicadores e projetos do setor.Identificar desvios e oportunidades de melhorias, gerandodados",Não informado,Não informado,Analista de Dados
Analista Comercial II - Novos Negócios,"planejamento, vendas e organização dos serviços e produtos da Entidade;Realizar estudos de mercado, levantardadose informações,analisartendências e perfil dos clientes;Prospectar novas oportunidades, conquistar",Não informado,Não informado,Analista de Dados
Analista de Faturamento - Saude,"Se você tem experiência com conferência,análisee baixa de faturas e está buscando uma empresa inovadora controle;• Exportação e conversão arquivos, bate cadastral, emissão rateios personalizados, relatórios dedados",Não informado,Não informado,Analista de Dados
Analista de Aquisição de Talentos Sênior,"perfil desejado, a fim de aumentar o campo demapeamento.Controlar a inclusão e atualização de todos osdadosSuperior CompletoInglês AvançadoExperiência com Recrutamento e Seleção End to EndR&S como área de KPI:análise",Não informado,Não informado,Analista de Dados
Supervisor (a) Técnico (a) Aba - Psicólogo (a),"supervisão, respeitando as necessidades individuais.Atualizar programas ABA e orientar a equipe na coleta dedadosintervenções ABA e supervisão técnica.Habilidades de comunicação e trabalho em equipe.Pós graduação emAnálise",Não informado,Não informado,Analista de Dados
Supervisor de Processos,"equipe operacional e resolução de falhas de processo;Acompanhar indicadores de resultados, através deanálisesdedados, a fim de identificar desvios, gaps e oportunidades de melhorias em conjunto com as áreas,",Não informado,Não informado,Analista de Dados
Programa de Estágio Mulheres na Engenharia,"uma organização líder mundial em design, engenharia e gerenciamento de projetos que conecta pessoas,dadoselaboração de quantitativos; Vivenciar atividades em contexto multidisciplinar; Aprender a desenvolver eanalisar",Não informado,Não informado,Analista de Dados
Analista de Desenvolvimento,"-Elaborar relatórios de presença e participação,analisandodadospara identificar tendências e oportunidades",Não informado,Não informado,Analista de Dados
Auditor Pl,"Descrição:Analisarprocessos, rotinas, organização do trabalho e controles operacionais, montar os PT todas as áreas, verificando a movimentação de materiais e realizando inventários para confronto dosdados",Não informado,Não informado,Analista de Dados
10644 -CientistadeDados,"Descrição: Que tal trabalhar comoCientistadeDadosem uma empresa brasileira, líder no mercado de serviços Profissional atuará comoCientistadedadosem uma equipe multidisciplinar, focado em entregas de projetos machine learning produtivos, mas que tenham interesse também em atuar em desafios multidisciplinares emdadose leva...",Não informado,Não informado,Cientista de Dados
10657 - Data Scientist (CientistadeDados),"Descrição: Que tal trabalhar comoCientistadeDadosem uma empresa brasileira, líder no mercado de serviços Profissional atuará comoCientistadedadosem uma equipe multidisciplinar, focado em entregas de projetos machine learning produtivos, mas que tenham interesse também em atuar em desafios multidisciplinares emdadosassert...",Não informado,Não informado,Cientista de Dados
CientistadeDados(VAGA Extensiva para Pessoas com Deficiência),"Descrição: Estamos em busca de um(a)CientistadeDadospara se juntar à nossa equipe! Se você é apaixonado(a) pordadose análise, tem habilidades em programação e está sempre em busca de DFFormação: Ciência da computação, engenharia da computação, estatística, especialização em ciência dedados, incluindo bancos dedados, refer...",Não informado,Não informado,Cientista de Dados
Arquiteto deDadosPleno,", aplicando técnicas de para construir modelos dedadosrobustos que suportem bioinformatas, analistas ecientistasdedadosno desenvolvimento de projetos estratégicos. , onde estamos criando uma nova plataforma dedados, migrando ambientes legados para uma arquitetura :﻿• Manter e evoluir pipelines dedados, bancos dedado...",Não informado,Não informado,Cientista de Dados
Analista Administrativo (Projetos Pesquisa),"ao Pesquisador - EAIP, com interface com as demais áreas da instituição, no apoio aos pesquisadores/cientistasElaborar dedadospara análise e apoio das áreas de negócio da pesquisa;Inserir e acompanhar requisições",Não informado,Não informado,Cientista de Dados
Projetista Mecânico Pl,"Somos uma equipe global decientistasdedados, consultores, trabalhadores da construção e inovadores",Não informado,Não informado,Cientista de Dados
Auxiliar de Laboratório,"Manter o ambiente de trabalho organizado, armazenando corretamente os materiais e insumos;Coleta deDados: Auxiliar na coleta e registro dedadosdurante experimentos e testes;Descarte de Resíduos: Realizar químicos e biológicos, seguindo as normas de segurança e ambientais;Suporte Técnico: Auxiliar técnicos ecientistas",Não informado,Não informado,Cientista de Dados
